Timestamp | Last_Price | Buy_Price | Sell_Price | Buy_Ratio | Sell_Ratio | B-S_Diff
20:32:04.396 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.451 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.500 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.555 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.608 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.659 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.708 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.763 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.812 | 194.80 | 194.90 | 195.00 | 83.84% | 16.16% | +67.68%
20:32:04.869 | 194.80 | 194.90 | 195.00 | 82.65% | 17.35% | +65.30%
20:32:04.916 | 194.80 | 194.90 | 195.00 | 82.65% | 17.35% | +65.30%
20:32:04.969 | 194.80 | 194.90 | 195.00 | 82.65% | 17.35% | +65.30%
20:32:05.040 | 194.80 | 194.90 | 195.00 | 82.65% | 17.35% | +65.30%
20:32:05.077 | 194.80 | 194.90 | 195.00 | 82.63% | 17.37% | +65.26%
20:32:05.125 | 194.80 | 194.90 | 195.00 | 82.63% | 17.37% | +65.26%
20:32:05.176 | 194.80 | 194.90 | 195.00 | 82.63% | 17.37% | +65.26%
20:32:05.246 | 194.80 | 194.80 | 194.87 | 82.63% | 17.37% | +65.26%
20:32:05.279 | 194.80 | 194.80 | 194.87 | 83.53% | 16.47% | +67.06%
20:32:05.329 | 194.80 | 194.80 | 194.87 | 83.53% | 16.47% | +67.06%
20:32:05.379 | 194.80 | 194.80 | 194.87 | 83.53% | 16.47% | +67.06%
20:32:05.454 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:05.488 | 194.80 | 194.72 | 194.84 | 88.11% | 11.89% | +76.22%
20:32:05.532 | 194.80 | 194.72 | 194.84 | 88.11% | 11.89% | +76.22%
20:32:05.583 | 194.80 | 194.72 | 194.84 | 88.11% | 11.89% | +76.22%
20:32:05.649 | 194.80 | 194.72 | 194.84 | 88.11% | 11.89% | +76.22%
20:32:05.685 | 194.80 | 194.72 | 194.84 | 88.37% | 11.63% | +76.74%
20:32:05.734 | 194.80 | 194.72 | 194.84 | 88.37% | 11.63% | +76.74%
20:32:05.785 | 194.80 | 194.72 | 194.84 | 88.37% | 11.63% | +76.74%
20:32:05.844 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:05.886 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:05.937 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:05.988 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:06.039 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:06.090 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:06.141 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:06.191 | 194.80 | 194.72 | 194.84 | 83.53% | 16.47% | +67.06%
20:32:06.253 | 194.80 | 194.72 | 194.82 | 73.23% | 26.77% | +46.46%
20:32:06.294 | 194.80 | 194.72 | 194.82 | 73.23% | 26.77% | +46.46%
20:32:06.345 | 194.80 | 194.72 | 194.82 | 73.23% | 26.77% | +46.46%
20:32:06.396 | 194.80 | 194.72 | 194.82 | 73.23% | 26.77% | +46.46%
20:32:06.456 | 194.80 | 194.68 | 194.75 | 44.84% | 55.16% | -10.32%
20:32:06.498 | 194.80 | 194.68 | 194.75 | 44.84% | 55.16% | -10.32%
20:32:06.549 | 194.80 | 194.68 | 194.75 | 44.84% | 55.16% | -10.32%
20:32:06.599 | 194.80 | 194.68 | 194.75 | 44.84% | 55.16% | -10.32%
20:32:06.657 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.700 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.750 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.802 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.853 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.904 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:06.955 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:07.004 | 194.80 | 194.68 | 194.75 | 45.41% | 54.59% | -9.18%
20:32:07.063 | 194.80 | 194.68 | 194.78 | 45.20% | 54.80% | -9.60%
20:32:07.107 | 194.80 | 194.68 | 194.78 | 45.20% | 54.80% | -9.60%
20:32:07.156 | 194.80 | 194.68 | 194.78 | 45.20% | 54.80% | -9.60%
20:32:07.206 | 194.80 | 194.68 | 194.78 | 45.20% | 54.80% | -9.60%
20:32:07.266 | 194.80 | 194.68 | 194.78 | 45.65% | 54.35% | -8.70%
20:32:07.307 | 194.80 | 194.68 | 194.78 | 45.65% | 54.35% | -8.70%
20:32:07.357 | 194.80 | 194.68 | 194.78 | 45.65% | 54.35% | -8.70%
20:32:07.408 | 194.80 | 194.68 | 194.78 | 45.65% | 54.35% | -8.70%
20:32:07.463 | 194.80 | 194.68 | 194.78 | 45.16% | 54.84% | -9.68%
20:32:07.510 | 194.80 | 194.68 | 194.78 | 45.16% | 54.84% | -9.68%
20:32:07.560 | 194.80 | 194.68 | 194.78 | 45.16% | 54.84% | -9.68%
20:32:07.612 | 194.80 | 194.68 | 194.78 | 45.16% | 54.84% | -9.68%
20:32:07.667 | 194.80 | 194.68 | 194.78 | 45.14% | 54.86% | -9.72%
20:32:07.712 | 194.80 | 194.68 | 194.78 | 45.14% | 54.86% | -9.72%
20:32:07.763 | 194.80 | 194.68 | 194.78 | 45.14% | 54.86% | -9.72%
20:32:07.814 | 194.80 | 194.68 | 194.78 | 45.14% | 54.86% | -9.72%
20:32:07.872 | 194.80 | 194.68 | 194.81 | 45.26% | 54.74% | -9.48%
20:32:07.916 | 194.80 | 194.68 | 194.81 | 45.26% | 54.74% | -9.48%
20:32:07.967 | 194.80 | 194.68 | 194.81 | 45.26% | 54.74% | -9.48%
20:32:08.026 | 194.80 | 194.68 | 194.81 | 45.26% | 54.74% | -9.48%
20:32:08.073 | 194.80 | 194.70 | 194.81 | 44.93% | 55.07% | -10.14%
20:32:08.120 | 194.80 | 194.70 | 194.81 | 44.93% | 55.07% | -10.14%
20:32:08.170 | 194.80 | 194.70 | 194.81 | 44.93% | 55.07% | -10.14%
20:32:08.229 | 194.80 | 194.70 | 194.81 | 44.93% | 55.07% | -10.14%
20:32:08.278 | 194.80 | 194.68 | 194.81 | 45.17% | 54.83% | -9.66%
20:32:08.322 | 194.80 | 194.68 | 194.81 | 45.17% | 54.83% | -9.66%
20:32:08.373 | 194.80 | 194.68 | 194.81 | 45.17% | 54.83% | -9.66%
20:32:08.439 | 194.80 | 194.68 | 194.81 | 45.17% | 54.83% | -9.66%
20:32:08.474 | 194.80 | 194.68 | 194.81 | 45.12% | 54.88% | -9.76%
20:32:08.524 | 194.80 | 194.68 | 194.81 | 45.12% | 54.88% | -9.76%
20:32:08.574 | 194.80 | 194.68 | 194.81 | 45.12% | 54.88% | -9.76%
20:32:08.628 | 194.80 | 194.68 | 194.81 | 45.12% | 54.88% | -9.76%
20:32:08.687 | 194.80 | 194.74 | 194.86 | 42.90% | 57.10% | -14.20%
20:32:08.728 | 194.80 | 194.74 | 194.86 | 42.90% | 57.10% | -14.20%
20:32:08.778 | 194.80 | 194.74 | 194.86 | 42.90% | 57.10% | -14.20%
20:32:08.843 | 194.80 | 194.72 | 194.83 | 42.90% | 57.10% | -14.20%
20:32:08.882 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:08.932 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:08.983 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.038 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.084 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.134 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.185 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.245 | 194.80 | 194.72 | 194.83 | 45.89% | 54.11% | -8.22%
20:32:09.288 | 194.80 | 194.72 | 194.83 | 44.76% | 55.24% | -10.48%
20:32:09.337 | 194.80 | 194.72 | 194.83 | 44.76% | 55.24% | -10.48%
20:32:09.389 | 194.80 | 194.72 | 194.83 | 44.76% | 55.24% | -10.48%
20:32:09.444 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.489 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.540 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.592 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.641 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.693 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.743 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.794 | 194.80 | 194.72 | 194.83 | 44.77% | 55.23% | -10.46%
20:32:09.853 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:09.895 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:09.947 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:09.998 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.050 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.100 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.151 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.203 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.253 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.304 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.355 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.406 | 194.80 | 194.73 | 194.86 | 31.98% | 68.02% | -36.04%
20:32:10.460 | 194.80 | 194.73 | 194.86 | 45.68% | 54.32% | -8.64%
20:32:10.508 | 194.80 | 194.73 | 194.86 | 45.68% | 54.32% | -8.64%
20:32:10.559 | 194.80 | 194.73 | 194.86 | 45.68% | 54.32% | -8.64%
20:32:10.609 | 194.80 | 194.73 | 194.86 | 45.68% | 54.32% | -8.64%
20:32:10.665 | 194.80 | 194.73 | 194.86 | 45.67% | 54.33% | -8.66%
20:32:10.711 | 194.80 | 194.73 | 194.86 | 45.67% | 54.33% | -8.66%
20:32:10.760 | 194.80 | 194.73 | 194.86 | 45.67% | 54.33% | -8.66%
20:32:10.812 | 194.80 | 194.73 | 194.86 | 45.67% | 54.33% | -8.66%
20:32:10.867 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:10.913 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:10.964 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.015 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.065 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.116 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.167 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.240 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.268 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.319 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.370 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.432 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.473 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.523 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.573 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.634 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.674 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.724 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.776 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.834 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.878 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.928 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:11.978 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:12.030 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:12.079 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:12.131 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:12.182 | 194.80 | 194.73 | 194.86 | 45.77% | 54.23% | -8.46%
20:32:12.240 | 194.80 | 194.73 | 194.89 | 45.77% | 54.23% | -8.46%
20:32:12.284 | 194.80 | 194.73 | 194.89 | 45.82% | 54.18% | -8.36%
20:32:12.334 | 194.80 | 194.73 | 194.89 | 45.82% | 54.18% | -8.36%
20:32:12.385 | 194.80 | 194.73 | 194.89 | 45.82% | 54.18% | -8.36%
20:32:12.444 | 194.80 | 194.73 | 194.81 | 45.82% | 54.18% | -8.36%
20:32:12.487 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.536 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.587 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.639 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.687 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.738 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.790 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.841 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.891 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.943 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:12.994 | 194.80 | 194.73 | 194.81 | 31.60% | 68.40% | -36.80%
20:32:13.060 | 194.80 | 194.68 | 194.72 | 72.79% | 27.21% | +45.58%
20:32:13.095 | 194.80 | 194.68 | 194.72 | 72.79% | 27.21% | +45.58%
20:32:13.147 | 194.80 | 194.68 | 194.72 | 72.79% | 27.21% | +45.58%
20:32:13.195 | 194.80 | 194.68 | 194.72 | 72.79% | 27.21% | +45.58%
20:32:13.255 | 194.80 | 194.68 | 194.78 | 58.58% | 41.42% | +17.16%
20:32:13.296 | 194.80 | 194.68 | 194.78 | 58.58% | 41.42% | +17.16%
20:32:13.348 | 194.80 | 194.68 | 194.78 | 58.58% | 41.42% | +17.16%
20:32:13.397 | 194.80 | 194.68 | 194.78 | 58.58% | 41.42% | +17.16%
20:32:13.453 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.498 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.550 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.600 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.651 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.701 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.753 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.802 | 194.80 | 194.68 | 194.78 | 58.64% | 41.36% | +17.28%
20:32:13.859 | 194.80 | 194.68 | 194.78 | 57.68% | 42.32% | +15.36%
20:32:13.905 | 194.80 | 194.68 | 194.78 | 57.68% | 42.32% | +15.36%
20:32:13.957 | 194.80 | 194.68 | 194.78 | 57.68% | 42.32% | +15.36%
20:32:14.007 | 194.80 | 194.68 | 194.78 | 57.68% | 42.32% | +15.36%
20:32:14.066 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.110 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.159 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.210 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.262 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.311 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.362 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.412 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.463 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.514 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.564 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.615 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.666 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.716 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.767 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.828 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.869 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.920 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:14.971 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.021 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.072 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.123 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.173 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.231 | 194.80 | 194.68 | 194.69 | 58.75% | 41.25% | +17.50%
20:32:15.282 | 194.80 | 194.68 | 194.74 | 49.36% | 50.64% | -1.28%
20:32:15.325 | 194.80 | 194.68 | 194.74 | 49.36% | 50.64% | -1.28%
20:32:15.378 | 194.80 | 194.68 | 194.74 | 49.36% | 50.64% | -1.28%
20:32:15.438 | 194.80 | 194.68 | 194.74 | 49.36% | 50.64% | -1.28%
20:32:15.479 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.529 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.579 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.635 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.681 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.733 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.784 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.834 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.884 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.935 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:15.986 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.037 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.090 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.139 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.190 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.240 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.292 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.341 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.393 | 194.80 | 194.68 | 194.74 | 49.09% | 50.91% | -1.82%
20:32:16.453 | 194.80 | 194.68 | 194.75 | 36.03% | 63.97% | -27.94%
20:32:16.496 | 194.80 | 194.68 | 194.75 | 36.03% | 63.97% | -27.94%
20:32:16.546 | 194.80 | 194.68 | 194.75 | 36.03% | 63.97% | -27.94%
20:32:16.597 | 194.80 | 194.68 | 194.75 | 36.03% | 63.97% | -27.94%
20:32:16.659 | 194.80 | 194.71 | 194.84 | 18.33% | 81.67% | -63.34%
20:32:16.697 | 194.80 | 194.71 | 194.84 | 18.33% | 81.67% | -63.34%
20:32:16.748 | 194.80 | 194.71 | 194.84 | 18.33% | 81.67% | -63.34%
20:32:16.799 | 194.80 | 194.71 | 194.84 | 18.33% | 81.67% | -63.34%
20:32:16.858 | 194.80 | 194.73 | 194.87 | 24.10% | 75.90% | -51.80%
20:32:16.900 | 194.80 | 194.73 | 194.87 | 24.10% | 75.90% | -51.80%
20:32:16.952 | 194.80 | 194.73 | 194.87 | 24.10% | 75.90% | -51.80%
20:32:17.004 | 194.80 | 194.73 | 194.87 | 24.10% | 75.90% | -51.80%
20:32:17.064 | 194.80 | 194.74 | 194.87 | 31.29% | 68.71% | -37.42%
20:32:17.103 | 194.80 | 194.74 | 194.87 | 31.29% | 68.71% | -37.42%
20:32:17.155 | 194.80 | 194.74 | 194.87 | 31.29% | 68.71% | -37.42%
20:32:17.206 | 194.80 | 194.74 | 194.87 | 31.29% | 68.71% | -37.42%
20:32:17.269 | 194.80 | 194.84 | 194.95 | 30.82% | 69.18% | -38.36%
20:32:17.307 | 194.80 | 194.84 | 194.95 | 30.82% | 69.18% | -38.36%
20:32:17.359 | 194.80 | 194.84 | 194.95 | 30.82% | 69.18% | -38.36%
20:32:17.410 | 194.80 | 194.84 | 194.95 | 30.82% | 69.18% | -38.36%
20:32:17.465 | 194.80 | 194.84 | 194.95 | 30.84% | 69.16% | -38.32%
20:32:17.513 | 194.80 | 194.84 | 194.95 | 30.84% | 69.16% | -38.32%
20:32:17.562 | 194.80 | 194.84 | 194.95 | 30.84% | 69.16% | -38.32%
20:32:17.613 | 194.80 | 194.84 | 194.95 | 30.84% | 69.16% | -38.32%
20:32:17.670 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.713 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.764 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.814 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.865 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.915 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:17.966 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.024 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.068 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.118 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.170 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.225 | 194.80 | 194.84 | 194.95 | 31.30% | 68.70% | -37.40%
20:32:18.273 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.323 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.374 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.426 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.476 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.526 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.579 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.630 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.678 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.730 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.781 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
20:32:18.836 | 194.80 | 194.84 | 194.95 | 31.10% | 68.90% | -37.80%
